make,model,year,mileage_km,engine_cc,auction_grade,winning_bid_jpy,auction_date
Mitsubishi,Lancer Evolution,2020,47740,2500,4.4,1649938,2025-05-06
Porsche,Macan,2021,35498,2000,4.4,3462600,2025-06-10
Toyota,Land Cruiser 300,2016,78421,5700,2.8,1736360,2023-10-11
Honda,Accord,2023,10501,3000,4.7,1894569,2025-01-28
Mazda,CX-9,2023,11611,2000,5.3,1847408,2024-01-12
Mazda,CX-5,2021,24644,2000,4.6,1248293,2025-08-11
Lexus,LX 570,2022,25753,3500,5.1,3407767,2024-10-16
Porsche,911 Carrera,2023,17937,3800,4.9,4973785,2024-11-08
Honda,CR-V,2022,17495,2500,4.6,1663462,2024-01-01
Mitsubishi,Outlander,2019,69424,2000,3.9,772018,2023-11-16
Honda,Accord,2016,80553,1500,3.8,582783,2025-08-08
Mazda,RX-7,2024,1000,2000,4.9,2979684,2024-12-13
Toyota,Land Cruiser,2020,53293,5700,4.1,1850934,2024-11-10
Subaru,Outback,2022,23376,2000,4.2,1163675,2025-08-22
Nissan,Patrol,2019,68819,3500,3.0,616917,2024-04-24
Lexus,LX 570,2023,11618,3500,5.3,7029230,2024-01-13
Mitsubishi,Outlander,2017,81891,2000,3.8,500000,2024-05-09
Mazda,RX-7,2015,114635,2000,2.7,500000,2025-07-23
Lexus,GX 460,2018,59731,2000,3.6,2843999,2023-10-22
Toyota,Land Cruiser,2015,107078,3500,3.0,773023,2025-01-11
Honda,CR-V,2015,98497,2500,2.8,500000,2024-10-23
Mazda,CX-5,2021,41958,3000,3.6,1076159,2024-06-25
Honda,CR-V,2020,46889,2500,4.1,558878,2025-05-28
Subaru,WRX STI,2022,23869,2000,4.5,2825062,2025-09-18
Lexus,GX 460,2021,42734,3000,3.8,2455942,2025-03-09
Porsche,911 Carrera,2023,13127,3800,5.4,4927636,2025-07-06
Mazda,RX-7,2022,17344,2000,5.2,2835814,2025-01-27
Mitsubishi,Pajero,2024,1000,1500,4.1,1131273,2023-10-23
Toyota,Land Cruiser 300,2018,53769,3500,3.9,3165487,2025-09-19
Subaru,Forester,2023,12816,2500,5.1,1152682,2025-01-01
Honda,CR-V,2023,9548,2000,5.0,1826231,2024-03-11
Lexus,LX 600,2018,69552,3500,3.7,2954171,2024-09-03
Mazda,RX-7,2018,63874,2000,2.5,701158,2024-07-26
Lexus,GX 460,2020,30465,2000,4.3,3910154,2024-05-30
Porsche,Cayenne,2023,9058,2500,4.4,5824038,2023-11-15
Mazda,CX-9,2024,1000,2500,4.7,1661671,2024-08-30
Mitsubishi,Outlander,2023,6129,2000,4.1,1320093,2025-06-08
Porsche,Macan,2019,60317,2000,3.2,3203330,2024-11-09
Lexus,LX 600,2020,44528,3500,3.6,2173986,2024-02-01
Honda,CR-V,2017,73972,2500,3.7,667519,2024-12-10
Lexus,LX 600,2022,28368,3500,4.1,3789495,2024-03-18
Honda,Accord,2016,70299,2000,3.6,500000,2024-02-29
Subaru,Forester,2023,6848,1500,5.2,2528699,2024-07-09
Subaru,Forester,2018,85107,1500,2.7,500000,2025-06-16
Subaru,Forester,2023,6322,1500,5.0,1085893,2024-05-12
Mazda,CX-5,2023,8087,2500,5.5,1877555,2025-08-01
Toyota,Land Cruiser,2020,55751,5700,3.9,1378268,2024-02-20
Porsche,Cayenne,2024,2533,2500,5.1,5454012,2023-10-20
Subaru,WRX STI,2022,23596,2000,5.0,1875796,2025-03-08
Toyota,Land Cruiser 300,2015,110657,3500,3.4,1030418,2024-05-02
Nissan,GT-R R35,2022,16777,3500,4.5,5755305,2024-02-07
Subaru,WRX STI,2023,9442,2000,4.3,2206052,2023-10-10
Nissan,Patrol,2019,69941,4500,3.4,1033964,2024-09-03
Honda,NSX,2017,63477,3500,3.5,880735,2025-07-22
Mitsubishi,Lancer Evolution,2021,29328,2500,4.3,666984,2025-01-24
Subaru,WRX STI,2024,1000,2500,5.2,3138745,2025-02-19
Lexus,GX 460,2022,18765,3000,5.1,5497323,2024-08-24
Lexus,LX 600,2016,95567,3500,2.7,1005749,2024-03-07
Mazda,CX-9,2018,58206,1500,2.5,593835,2024-01-26
Subaru,WRX STI,2023,13239,2000,4.7,1638474,2024-12-23
Lexus,GX 460,2020,42495,1500,3.9,3944057,2024-03-25
Mazda,RX-7,2024,2383,2000,4.8,2460388,2025-04-11
Mazda,CX-5,2023,8985,2500,4.7,1629178,2025-02-22
Nissan,X-Trail,2020,44690,2000,3.7,1308664,2024-11-04
Mitsubishi,Outlander,2024,1000,2500,5.1,2177348,2024-04-26
Mazda,CX-5,2022,28674,1500,4.1,1019199,2024-10-06
Nissan,X-Trail,2021,29610,2500,4.1,1600114,2025-04-16
Toyota,Land Cruiser 200,2015,126022,3500,4.0,527712,2024-05-24
Toyota,Land Cruiser 200,2021,24029,3500,4.1,3379407,2025-06-04
Mitsubishi,Pajero,2017,83648,2500,4.0,500000,2025-02-15
Honda,NSX,2024,2528,3800,4.4,1579429,2024-10-08
Toyota,Land Cruiser,2021,43901,3500,3.8,1381043,2024-04-25
Porsche,Cayenne,2018,52900,2000,3.5,1681066,2024-08-01
Lexus,LX 600,2022,27224,4500,4.2,4358336,2025-06-18
Porsche,Cayenne,2024,1682,2000,5.0,4126973,2024-06-28
Subaru,Outback,2020,50132,2000,4.2,1182368,2024-12-14
Toyota,Land Cruiser,2018,60971,3500,3.5,1524582,2025-06-22
Lexus,LX 600,2018,63618,4500,2.8,1906864,2024-04-28
Toyota,Land Cruiser 200,2019,61468,4500,2.7,1423594,2025-04-11
Honda,Accord,2024,1000,2000,5.4,2365551,2024-09-15
Porsche,Cayenne,2022,16013,2500,4.1,3963048,2025-02-22
Mazda,CX-5,2023,11690,2500,4.6,2146425,2024-08-03
Mitsubishi,Outlander,2018,64796,1500,4.0,677430,2024-07-07
Honda,CR-V,2023,11258,2500,4.4,802634,2024-10-27
Mazda,CX-9,2023,8657,2000,4.3,1371233,2024-05-23
Lexus,GX 460,2020,56053,2000,3.5,2210680,2025-01-29
Toyota,Land Cruiser,2022,31268,3500,3.7,1731277,2024-05-13
Honda,Accord,2021,28495,2500,5.3,1851302,2025-06-14
Toyota,Prado,2022,14495,2500,4.1,753976,2025-07-30
Mazda,RX-7,2024,1915,2000,5.0,2876516,2024-06-26
Lexus,NX,2021,38350,2000,3.6,3586887,2024-09-13
Nissan,GT-R R35,2019,77676,3500,3.8,2502403,2024-05-19
Toyota,Land Cruiser,2018,82417,4500,3.8,2038450,2025-03-24
Porsche,Cayenne,2021,39754,2000,3.8,4185349,2024-09-11
Nissan,X-Trail,2022,22383,2000,5.3,2041512,2023-11-18
Toyota,Prado,2023,11747,1500,4.6,993949,2023-10-15
Mazda,CX-5,2016,73074,2000,3.6,500000,2024-04-27
Toyota,Prado,2024,1000,1500,5.3,3017449,2024-06-21
Mitsubishi,Outlander,2020,43418,2000,4.2,1461719,2023-10-07
Toyota,Land Cruiser 200,2017,93103,3500,3.1,843945,2024-08-23
Porsche,Cayenne,2024,1000,1500,4.2,5342522,2024-11-27
Lexus,GX 460,2022,23154,2000,5.5,7738300,2025-07-24
Porsche,911 Carrera,2023,18415,3800,5.1,7271668,2025-03-22
Porsche,Macan,2022,28174,3000,4.3,6556095,2023-10-17
Subaru,Forester,2020,52957,1500,3.7,631728,2023-11-09
Nissan,Patrol,2015,112997,3500,3.2,500000,2025-07-14
Toyota,Land Cruiser,2023,11084,3500,5.0,2950807,2024-02-16
Mitsubishi,Lancer Evolution,2024,1000,2000,4.9,1704868,2024-02-05
Lexus,NX,2019,49216,2000,3.7,3553435,2024-03-16
Porsche,Macan,2021,31403,1500,4.1,3032169,2025-03-30
Lexus,LX 570,2022,21195,4500,4.4,3206596,2025-06-22
Toyota,Land Cruiser 300,2020,43895,4500,3.9,3346205,2025-02-10
Honda,Accord,2019,45298,2500,3.7,907771,2025-06-06
Mitsubishi,Lancer Evolution,2020,52173,2500,4.2,641167,2024-12-31
Toyota,Prado,2017,61336,3000,2.7,500000,2025-01-24
Toyota,Land Cruiser 300,2024,1000,3500,4.5,6679590,2024-08-23
Mazda,CX-9,2021,37393,2000,3.6,1539048,2024-04-29
Porsche,Cayenne,2023,11417,2500,4.9,4036907,2024-05-10
Porsche,Macan,2023,16071,2000,4.2,5177607,2024-04-28
Subaru,Outback,2016,90799,2500,4.0,713813,2025-06-05
Subaru,WRX STI,2024,4453,2000,4.9,1981369,2024-04-17
Honda,Accord,2023,10858,2500,4.3,1691582,2023-10-28
Porsche,911 Carrera,2021,22704,3500,4.5,3668609,2024-03-31
Mitsubishi,Pajero,2022,28263,2000,4.3,1953302,2024-09-30
Porsche,Cayenne,2023,12021,2500,4.6,3752357,2024-12-26
Mitsubishi,Outlander,2020,44890,2000,3.5,765260,2025-05-28
Mitsubishi,Pajero,2018,74345,2500,2.6,500000,2024-12-28
Lexus,LX 600,2022,23590,5700,5.3,3683866,2025-07-16
Subaru,WRX STI,2024,1000,2000,4.4,3459073,2024-05-28
Subaru,Forester,2018,57019,2500,3.1,866327,2024-03-28
Subaru,WRX STI,2018,79646,2000,3.0,684665,2024-07-14
Subaru,Forester,2021,37084,2000,4.2,1190489,2023-11-02
Mitsubishi,Lancer Evolution,2018,82312,2000,2.7,500000,2025-02-12
Porsche,911 Carrera,2023,15690,3500,4.7,6237751,2025-06-08
Mazda,CX-9,2020,40865,3000,4.1,1136114,2025-08-10
Lexus,LX 570,2023,9622,5700,4.7,8012809,2024-10-28
Honda,NSX,2024,1000,3800,4.4,2126367,2024-03-10
Subaru,WRX STI,2015,95662,2000,2.9,500000,2025-06-27
Mitsubishi,Lancer Evolution,2023,11632,2000,5.2,1097962,2024-03-29
Subaru,Outback,2017,97260,2500,2.6,558160,2024-09-05
Nissan,X-Trail,2017,104574,2000,3.0,645498,2024-12-14
Lexus,NX,2021,39137,1500,4.1,5845396,2024-12-03
Subaru,Outback,2017,76197,2500,3.5,619267,2023-12-08
Toyota,Land Cruiser 300,2023,10188,4500,4.8,5353483,2024-11-23
Mazda,CX-9,2019,63933,2000,3.9,616484,2024-02-03
Subaru,Forester,2020,43828,2500,3.8,655809,2023-11-30
Nissan,GT-R R35,2023,6007,3800,4.3,3966936,2024-06-26
Mazda,RX-7,2018,66349,2000,3.3,729446,2025-07-24
Mitsubishi,Outlander,2023,6322,3000,4.4,821239,2024-09-20
Honda,CR-V,2019,55590,2500,4.3,515189,2024-02-19
Porsche,Cayenne,2018,58071,2500,4.0,3413361,2023-12-16
Lexus,LX 570,2017,81610,3500,3.9,1434455,2024-08-27
Mitsubishi,Lancer Evolution,2024,1000,2000,4.4,2352346,2024-02-22
Subaru,WRX STI,2019,78210,2500,3.0,1041680,2024-11-21
Mitsubishi,Lancer Evolution,2021,28596,2500,5.2,1872108,2024-12-17
Mitsubishi,Outlander,2024,1000,1500,4.5,1331383,2025-04-30
Lexus,LX 600,2017,96318,4500,2.7,1091718,2025-05-04
Mazda,CX-5,2021,26868,2500,4.2,1799541,2024-11-22
Toyota,Land Cruiser 200,2024,1000,5700,4.2,3859247,2025-09-14
Lexus,NX,2018,75764,2500,3.7,2388041,2024-07-09
Porsche,Macan,2019,74508,2500,3.4,3482132,2025-07-10
Lexus,LX 570,2021,27723,5700,4.3,4209518,2023-11-06
Mitsubishi,Lancer Evolution,2017,64529,2000,2.7,553791,2024-10-26
Mitsubishi,Pajero,2018,44723,2000,3.8,973982,2024-01-31
Nissan,Patrol,2023,5069,3500,4.9,2346043,2025-06-02
Porsche,911 Carrera,2024,1000,3000,5.2,5871486,2024-08-18
Nissan,GT-R R35,2021,35323,3800,3.5,4395483,2024-02-18
Mazda,CX-5,2021,31013,2500,4.3,1719921,2025-09-04
Mitsubishi,Outlander,2019,49611,2000,3.7,500000,2024-08-16
Mazda,RX-7,2018,88469,2500,3.3,1186073,2023-12-22
Mazda,CX-5,2016,87503,2500,2.7,500000,2024-10-23
Mazda,CX-5,2019,53390,1500,3.6,1084654,2024-01-31
Nissan,X-Trail,2024,2710,3000,5.3,2374912,2023-11-15
Porsche,Cayenne,2019,51708,1500,4.2,3131055,2025-05-05
Mazda,RX-7,2015,118044,2000,3.2,500000,2024-09-05
Porsche,Macan,2022,23920,3000,4.7,4549965,2023-12-11
Mitsubishi,Outlander,2021,31016,2500,4.0,1728944,2025-07-25
Honda,Accord,2015,117398,1500,3.4,500000,2025-03-06
Mazda,CX-9,2020,57877,2000,3.9,1153566,2024-07-06
Mitsubishi,Lancer Evolution,2022,19127,2000,4.1,1922652,2025-03-10
Toyota,Prado,2018,77418,1500,3.6,537802,2025-05-12
Toyota,Land Cruiser 300,2023,14173,3500,4.4,7259158,2024-06-21
Subaru,Forester,2021,32594,3000,4.2,1311722,2025-03-14
Lexus,LX 570,2020,44415,5700,4.3,3116225,2025-04-30
Honda,Accord,2019,47729,2500,4.1,907149,2025-04-29
Mitsubishi,Lancer Evolution,2018,81637,2500,3.1,500000,2024-01-22
Subaru,Forester,2023,12391,2500,5.3,890408,2024-06-02
Porsche,911 Carrera,2023,12316,3800,4.6,8139112,2023-11-11
Mitsubishi,Lancer Evolution,2016,93443,2000,3.0,526903,2024-06-20
Subaru,Forester,2019,55024,2500,3.7,1183133,2024-02-01
Lexus,LX 600,2021,36253,4500,4.2,3012891,2024-01-21
Mitsubishi,Lancer Evolution,2023,15637,2000,4.6,1313743,2024-04-16
Nissan,X-Trail,2017,61528,3000,2.9,693069,2024-12-31
Honda,CR-V,2021,42934,1500,4.1,1053152,2024-12-28
Honda,CR-V,2019,48524,1500,4.3,1306840,2024-06-27
Lexus,LX 570,2023,14230,3500,4.7,6293885,2024-08-03
Toyota,Prado,2015,101864,1500,3.3,500000,2024-08-17
Subaru,Forester,2024,3989,3000,5.5,2573385,2025-07-20
Porsche,Cayenne,2024,1000,2500,5.0,9572239,2025-05-13
Nissan,X-Trail,2021,37134,1500,4.3,1204851,2025-05-24
Lexus,LX 600,2018,78198,5700,3.7,2067595,2025-02-10
Mitsubishi,Lancer Evolution,2019,69548,2500,2.5,500000,2024-07-17
Mazda,CX-5,2024,1000,2500,4.5,2492701,2024-05-25
Mazda,CX-5,2019,62680,2000,2.9,500583,2023-10-09
Toyota,Land Cruiser,2022,19983,4500,4.7,2257138,2025-07-08
Toyota,Land Cruiser 200,2016,120923,3500,3.7,1100143,2024-03-15
Mitsubishi,Lancer Evolution,2024,1000,2500,4.2,1521703,2025-05-11
Mitsubishi,Lancer Evolution,2024,1490,2000,4.7,2672108,2024-08-09
Nissan,X-Trail,2017,94233,2500,3.3,677605,2023-10-18
Porsche,911 Carrera,2015,94987,3000,3.2,801556,2025-05-31
Mitsubishi,Pajero,2021,30918,2000,4.4,1341233,2025-05-24
Subaru,Outback,2019,51185,2500,3.8,1152192,2025-06-07
Toyota,Land Cruiser 200,2024,1000,3500,4.9,3042082,2024-06-30
Honda,Accord,2023,11829,2000,5.4,856216,2024-10-26
Porsche,Cayenne,2022,24233,2500,4.0,5268295,2024-10-06
Lexus,LX 600,2023,7717,3500,4.9,7765268,2025-03-20
Porsche,Macan,2022,20898,2000,4.5,3026484,2024-10-31
Honda,CR-V,2021,38097,2000,3.9,758396,2024-07-07
Mazda,CX-9,2022,26659,2000,4.0,821526,2025-09-22
Nissan,X-Trail,2024,4049,2000,4.0,1789971,2023-10-26
Toyota,Land Cruiser 300,2019,51097,3500,3.9,1902538,2024-10-15
Nissan,X-Trail,2016,113614,1500,3.9,605299,2024-07-05
Toyota,Land Cruiser,2023,10499,3500,4.6,3566968,2023-11-24
Honda,Accord,2016,64045,3000,3.5,500000,2025-09-19
Subaru,Outback,2016,64980,1500,2.9,500000,2025-04-11
Nissan,GT-R R35,2020,46558,3500,3.6,4223119,2024-03-08
Honda,Accord,2022,31385,1500,3.7,1736787,2025-03-05
Mazda,RX-7,2020,31491,2500,4.2,846454,2023-12-22
Lexus,LX 600,2015,86758,4500,3.1,1395604,2025-05-11
Porsche,Macan,2020,42443,2000,3.8,2583542,2024-10-18
Subaru,Forester,2016,83499,1500,2.8,500000,2024-10-14
Mitsubishi,Lancer Evolution,2024,4112,2500,4.1,2364164,2024-08-03
Nissan,Patrol,2016,94948,5700,3.6,607783,2023-11-06
Nissan,X-Trail,2022,20458,2000,4.2,1640108,2024-10-27
Subaru,WRX STI,2021,39596,2000,4.4,1359902,2024-04-05
Mitsubishi,Outlander,2024,3814,3000,5.0,880944,2025-04-05
Honda,Accord,2021,44480,2500,4.3,1434142,2025-05-09
Honda,NSX,2019,63619,3000,2.9,978957,2024-09-26
Subaru,WRX STI,2023,11309,2000,4.4,2461128,2024-07-29
Mazda,CX-5,2023,9842,2000,5.2,1327659,2025-04-11
Subaru,Forester,2016,65520,2000,2.5,500000,2025-06-04
Mazda,RX-7,2020,38466,2000,3.5,1445367,2025-06-21
Honda,NSX,2023,10782,3000,4.5,2192159,2023-11-30
Toyota,Land Cruiser 200,2023,16761,3500,4.1,1993041,2023-11-06
Honda,NSX,2021,26937,3800,4.1,1438606,2025-07-24
Toyota,Land Cruiser 300,2015,111745,3500,3.7,1540566,2024-12-03
Toyota,Prado,2018,73540,1500,3.3,500000,2024-10-06
Honda,CR-V,2021,28486,1500,5.3,639303,2024-08-16
Nissan,Patrol,2024,4825,4500,4.1,1800316,2024-10-01
Nissan,X-Trail,2023,11032,1500,4.7,2387793,2023-11-03
Toyota,Land Cruiser,2021,40533,3500,4.4,3704893,2024-01-12
Nissan,X-Trail,2023,15203,2500,4.7,1186256,2025-06-07
Mazda,CX-5,2019,62760,2500,3.5,952876,2024-07-25
Mazda,CX-9,2023,8180,1500,4.8,815760,2023-12-04
Mazda,CX-9,2023,12727,1500,4.1,1666803,2024-08-05
Honda,Accord,2024,2922,2500,4.3,1779350,2025-05-26
Mazda,CX-9,2019,47590,2000,4.3,1306662,2024-07-09
Porsche,911 Carrera,2020,54048,3500,3.8,2746712,2025-06-11
Toyota,Prado,2021,38866,2000,3.6,600373,2024-09-05
Toyota,Land Cruiser 300,2024,2314,3500,5.0,7574074,2023-11-29
Mitsubishi,Outlander,2021,26618,3000,4.8,595037,2023-10-31
Toyota,Land Cruiser,2020,48943,4500,4.1,2676990,2024-12-19
Subaru,WRX STI,2023,15198,2500,4.8,2516986,2024-02-25
Subaru,WRX STI,2018,61467,2500,2.9,886994,2025-08-02
Nissan,Patrol,2024,1000,4500,4.7,1174117,2024-03-16
Subaru,Forester,2019,72315,2000,3.4,1029151,2025-06-01
Mazda,CX-9,2021,30756,2000,4.2,883867,2025-05-11
Toyota,Land Cruiser 200,2022,17058,4500,5.0,3080033,2024-09-13
Porsche,911 Carrera,2021,36809,3500,3.9,3273183,2024-11-24
Toyota,Land Cruiser 300,2024,4356,3500,4.3,4178455,2023-11-29
Honda,CR-V,2021,36549,1500,4.1,839173,2024-08-27
Honda,CR-V,2024,4450,2000,4.6,1055633,2024-03-23
Lexus,GX 460,2016,110956,3000,3.5,1271840,2024-11-14
Mitsubishi,Lancer Evolution,2017,78956,2500,3.4,500000,2025-06-17
Subaru,Outback,2019,39856,2500,4.0,980053,2024-06-26
Subaru,WRX STI,2018,83526,2000,2.5,524976,2023-12-24
Lexus,GX 460,2018,85367,2000,3.7,3172521,2023-10-30
Mitsubishi,Lancer Evolution,2018,73285,2000,3.6,783685,2024-07-17
Mazda,CX-9,2020,31017,1500,3.6,1176190,2024-05-10
Porsche,Macan,2019,55082,2500,4.4,4371526,2025-06-15
Mazda,CX-5,2021,31050,1500,4.5,1333041,2025-04-18
Nissan,X-Trail,2022,24939,2500,4.4,661388,2024-03-23
Porsche,Cayenne,2022,22257,2500,4.5,4897062,2024-07-31
Porsche,Cayenne,2018,69131,2500,2.6,1874510,2025-08-10
Mazda,CX-9,2018,64821,2000,2.8,701969,2024-09-25
Mazda,CX-9,2020,50260,2500,4.1,1345503,2023-10-24
Mazda,CX-9,2023,8479,2000,4.1,1382221,2025-06-04
Honda,Accord,2024,1000,2500,4.7,1578464,2025-09-03
Lexus,NX,2023,15887,1500,5.3,8676189,2023-11-06
Toyota,Land Cruiser,2020,58059,5700,4.4,3157263,2025-09-04
Toyota,Prado,2018,77648,1500,3.0,635615,2024-01-16
Subaru,WRX STI,2016,80779,2000,3.6,881571,2025-06-20
Porsche,Cayenne,2022,16215,2500,5.2,6754651,2025-04-09
Lexus,NX,2018,86293,2500,2.8,1528942,2024-01-24
Toyota,Land Cruiser 300,2016,117373,4500,3.6,1711065,2024-05-22
Lexus,LX 570,2020,58516,4500,3.6,3026160,2025-05-14
Honda,CR-V,2020,44535,2500,4.2,981796,2025-03-16
Mitsubishi,Pajero,2018,47928,2500,2.7,500000,2025-09-04
Lexus,LX 600,2021,30462,4500,3.6,3630788,2024-08-19
Nissan,X-Trail,2021,24435,2000,4.0,604821,2025-03-26
Mitsubishi,Outlander,2023,8273,2000,4.8,1520414,2025-10-02
Subaru,WRX STI,2017,88712,2500,3.1,500000,2025-07-23
Lexus,LX 600,2023,7381,3500,5.4,6597415,2025-06-02
Nissan,X-Trail,2019,47342,2500,4.2,1255144,2024-12-06
Porsche,Cayenne,2022,30733,2000,4.0,2581395,2024-02-08
Toyota,Prado,2024,1000,1500,4.6,2350407,2023-10-26
Toyota,Land Cruiser,2020,51519,3500,4.3,2102327,2024-10-21
Mazda,CX-5,2016,65946,2000,3.7,500000,2024-04-05
Lexus,LX 570,2021,27932,4500,4.4,3310292,2025-08-18
Mitsubishi,Lancer Evolution,2024,1000,2500,4.2,2170977,2024-09-25
Mazda,CX-5,2024,1000,1500,4.3,880101,2025-02-04
Subaru,WRX STI,2023,11088,2000,5.0,1624209,2024-01-28
Toyota,Land Cruiser,2016,110854,3500,2.7,623454,2023-11-27
Mazda,CX-5,2023,18594,2000,4.8,1880555,2024-03-11
Subaru,Forester,2022,17473,2000,5.4,2113561,2025-01-06
Lexus,NX,2015,96766,2000,3.0,1129517,2025-02-27
Mitsubishi,Lancer Evolution,2017,67049,2000,3.4,593386,2025-01-28
Nissan,Patrol,2024,4126,4500,5.2,2074611,2025-06-19
Porsche,Macan,2021,39097,3000,3.6,4280471,2024-03-30
Porsche,911 Carrera,2019,71650,3000,3.1,2187509,2024-02-07
Toyota,Land Cruiser 300,2018,59157,3500,3.1,2644991,2024-10-17
Porsche,911 Carrera,2017,102654,3000,2.6,866690,2025-05-02
Toyota,Prado,2022,25182,2000,5.5,2069567,2025-02-16
Lexus,LX 600,2015,103925,3500,2.5,528936,2024-01-11
Subaru,WRX STI,2021,27602,2500,4.9,2748573,2023-10-27
Toyota,Land Cruiser 300,2023,14170,5700,4.7,4815895,2023-11-03
Toyota,Land Cruiser,2021,33349,3500,3.7,1724747,2024-04-19
Mitsubishi,Pajero,2024,1000,1500,5.0,1501493,2025-08-20
Honda,Accord,2019,44937,3000,4.1,1114814,2024-08-09
Subaru,Outback,2024,1000,2500,4.9,2076281,2025-08-19
Nissan,GT-R R35,2018,56485,3500,2.9,1622269,2023-11-04
Nissan,GT-R R35,2022,12474,3000,4.3,3677145,2025-03-11
Nissan,Patrol,2023,12732,3500,5.1,743487,2025-08-20
Subaru,Outback,2023,10363,3000,4.0,657801,2025-07-29
Subaru,Forester,2019,62295,2500,3.2,635426,2024-03-17
Porsche,Macan,2019,59714,2500,4.0,4201793,2025-09-17
Porsche,Cayenne,2022,20001,1500,5.5,5818976,2024-09-01
Mazda,CX-5,2016,82991,2000,2.8,500000,2024-09-08
Honda,NSX,2016,86850,3000,2.9,500000,2025-02-24
Porsche,911 Carrera,2023,9295,3800,5.2,3824210,2024-07-18
Porsche,Macan,2024,1000,2500,4.0,7987155,2025-05-11
Mazda,CX-5,2023,9527,2000,5.5,2349760,2025-08-24
Nissan,X-Trail,2016,74235,2000,3.0,500000,2024-07-19
Subaru,WRX STI,2016,105486,2000,2.8,500000,2024-04-16
Honda,Accord,2022,20749,2500,4.8,2145560,2025-07-30
Mitsubishi,Outlander,2023,11021,2000,4.7,2130742,2025-07-18
Honda,CR-V,2017,71849,3000,2.8,500000,2024-02-17
Porsche,Cayenne,2021,31152,2000,3.6,4698803,2025-05-20
Mitsubishi,Lancer Evolution,2019,54043,2000,4.3,1411370,2024-01-05
Nissan,Patrol,2019,61299,3500,3.7,674747,2024-05-05
Nissan,X-Trail,2021,43312,2000,4.5,1307791,2024-09-16
Honda,CR-V,2022,23015,2000,5.1,703088,2023-11-02
Lexus,GX 460,2015,131955,2500,3.6,1446152,2025-07-17
Porsche,Macan,2020,62512,1500,3.2,2091468,2025-08-14
Porsche,Macan,2024,1000,2500,5.5,4644668,2024-03-06
Mitsubishi,Outlander,2019,43772,2000,3.9,609128,2024-01-19
Mazda,RX-7,2023,8081,2000,4.1,1209907,2023-11-15
Subaru,WRX STI,2022,26084,2000,4.6,1755702,2024-12-19
Toyota,Prado,2023,14880,2500,5.4,2527370,2023-11-23
Mitsubishi,Pajero,2020,35923,2500,3.8,696172,2024-05-27
Mazda,CX-5,2017,80591,2000,3.0,590182,2025-01-03
Porsche,911 Carrera,2021,32982,3500,4.1,5434442,2024-12-14
Toyota,Land Cruiser 200,2017,58693,3500,3.1,1400905,2023-10-17
Nissan,X-Trail,2021,34881,2000,3.9,1192009,2024-05-09
Nissan,GT-R R35,2021,26812,3500,5.4,7754879,2024-02-13
Mazda,CX-5,2019,47130,2500,4.3,912334,2024-09-12
Honda,Accord,2023,7741,2500,5.1,2737347,2025-01-03
Subaru,Outback,2021,42417,1500,3.9,538544,2024-12-22
Mazda,CX-9,2017,83452,2000,3.4,545584,2025-02-11
Nissan,Patrol,2021,41309,4500,3.6,890662,2024-11-19
Porsche,Macan,2015,87594,2500,2.7,961302,2023-11-26
Lexus,GX 460,2015,130261,2500,2.9,873906,2025-02-17
Mitsubishi,Outlander,2022,24231,1500,4.0,1264941,2023-12-24
Mazda,CX-9,2017,67379,2500,3.2,517874,2025-04-12
Lexus,LX 600,2018,72068,3500,3.1,1977379,2024-12-06
Subaru,Forester,2018,86774,2500,3.9,967361,2025-10-04
Nissan,Patrol,2017,79651,3500,3.0,500000,2024-09-25
Toyota,Land Cruiser 200,2020,36468,4500,4.4,2925780,2023-10-29
Honda,Accord,2018,73160,1500,3.7,698166,2025-01-29
Mitsubishi,Outlander,2017,100187,2500,3.4,500000,2025-07-18
Mitsubishi,Pajero,2022,22369,3000,5.0,2220669,2025-01-08
Mazda,CX-9,2021,41010,2000,3.6,1230277,2024-06-18
Mazda,CX-5,2020,58669,3000,4.5,828173,2024-07-28
Honda,Accord,2022,21675,1500,5.3,1698561,2025-01-21
Lexus,GX 460,2019,67546,2000,2.9,2724805,2024-09-28
Porsche,Cayenne,2024,1450,1500,4.3,7324052,2023-11-18
Porsche,911 Carrera,2022,25614,3000,4.3,4707326,2024-12-02
Toyota,Land Cruiser,2017,66730,3500,2.7,821278,2024-02-09
Mitsubishi,Lancer Evolution,2019,60437,2500,3.9,1037676,2024-09-03
Lexus,NX,2022,23111,2000,4.0,5290108,2024-06-25
Porsche,Cayenne,2021,32181,3000,4.2,2603737,2024-07-31
Toyota,Land Cruiser,2016,67264,3500,3.4,1163404,2025-01-04
Porsche,Cayenne,2024,3639,2000,5.3,8169166,2025-07-08
Mazda,RX-7,2019,41680,2500,4.3,1407270,2024-03-28
Mazda,CX-9,2018,83647,2500,2.9,500000,2025-04-29
Mitsubishi,Outlander,2021,27575,2500,4.4,531757,2024-11-23
Toyota,Land Cruiser 300,2024,1000,3500,4.4,8475899,2024-07-07
Lexus,NX,2022,25044,2500,4.8,4362760,2023-11-06
Toyota,Land Cruiser,2023,13701,3500,4.9,3737691,2024-05-14
Honda,Accord,2015,132619,3000,3.2,500000,2025-01-25
Mitsubishi,Lancer Evolution,2019,48675,2000,3.7,1004314,2025-03-24
Mitsubishi,Outlander,2019,62176,2000,3.6,514810,2024-07-14
